Год,Статья_норм,Показатель,Осуждено,Оправдано,Лишение свободы,Условное лишение свободы,Ограничение свободы,Штраф,Исправительные работы,Обязательные работы,Принудительные меры к невменяемым
2018,213 ч.2,Статья 213 часть 2 УК РФ,147,1,63,73,0,7,0,0,6
2024,205.2 ч.1,Статья 205.2 часть 1,42,0,32,0,0,9,0,0,4
2020,213 ч.2,Статья 213 часть 2 УК РФ,134,1,47,70,0,8,2,2,0
2022,211 ч.1,Статья 211 ч. 1,1,0,0,1,0,0,0,0,0
2021,207.1,Статья 207.1,4,0,0,0,0,2,1,1,0
2023,205.5 ч.1,Статья 205.5 часть 1,23,0,23,0,0,0,0,0,0
2019,211 ч.2,Статья 211 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,213 ч.3,Статья 213 часть 3 УК РФ,2,0,2,0,0,0,0,0,1
2024,205.2 ч.2,Статья 205.2 часть 2,368,0,120,0,0,245,0,0,23
2020,213 ч.3,Статья 213 часть 3 УК РФ,1,0,1,0,0,0,0,0,0
2022,211 ч.2,Статья 211 ч. 2,0,0,0,0,0,0,0,0,0
2021,207.2 ч.1,Статья 207.2 ч. 1,0,0,0,0,0,0,0,0,0
2023,205.5 ч.2,Статья 205.5 часть 2,113,0,113,0,0,0,0,0,1
2019,211 ч.3,Статья 211 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,214 ч.1,Статья 214 часть 1 УК РФ,154,0,1,0,5,71,29,41,11
2024,205.3,Статья 205.3,46,0,46,0,0,0,0,0,2
2020,214 ч.1,Статья 214 часть 1 УК РФ,173,0,0,0,0,75,40,57,0
2022,211 ч.3,Статья 211 ч. 3,0,0,0,0,0,0,0,0,0
2021,207.2 ч.2,Статья 207.2 ч. 2,0,0,0,0,0,0,0,0,0
2023,205.6,Статья 205.6,64,0,3,2,0,59,0,0,0
2019,211 ч.4,Статья 211 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2018,214 ч.2,Статья 214 часть 2 УК РФ,36,0,6,1,24,2,0,1,1
2024,205.4 ч.1,Статья 205.4 часть 1,7,0,7,0,0,0,0,0,0
2020,214 ч.2,Статья 214 часть 2 УК РФ,37,0,3,5,27,0,0,0,0
2022,211 ч.4,Статья 211 ч. 4,0,0,0,0,0,0,0,0,0
2021,208 ч.1,Статья 208 ч. 1,14,0,13,1,0,0,0,0,0
2023,206 ч.1,Статья 206 часть 1,0,0,0,0,0,0,0,0,0
2019,212 ч.1,Статья 212 часть 1 УК РФ,19,0,17,2,0,0,0,0,0
2018,215 ч.1,Статья 215 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,205.4 ч.2,Статья 205.4 часть 2,37,0,37,0,0,0,0,0,0
2020,215 ч.1,Статья 215 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,212 ч.1,Статья 212 ч. 1,2,0,2,0,0,0,0,0,0
2021,208 ч.2,Статья 208 ч. 2,45,1,43,0,0,0,0,0,0
2023,206 ч.2,Статья 206 часть 2,0,0,0,0,0,0,0,0,0
2019,212 ч.1.1,Статья 212 часть 1.1 УК РФ,0,0,0,0,0,0,0,0,0
2018,215 ч.2,Статья 215 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,205.5 ч.1,Статья 205.5 часть 1,7,0,7,0,0,0,0,0,0
2020,215 ч.2,Статья 215 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,212 ч.1.1,Статья 212 ч. 1.1,0,0,0,0,0,0,0,0,0
2021,209 ч.1,Статья 209 ч. 1,17,0,17,0,0,0,0,0,0
2023,206 ч.3,Статья 206 часть 3,0,0,0,0,0,0,0,0,0
2019,212 ч.2,Статья 212 часть 2 УК РФ,59,0,41,18,0,0,0,0,0
2018,215 ч.3,Статья 215 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,205.5 ч.2,Статья 205.5 часть 2,87,0,87,0,0,0,0,0,3
2020,215 ч.3,Статья 215 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,212 ч.2,Статья 212 ч. 2,76,1,75,1,0,0,0,0,0
2021,209 ч.2,Статья 209 ч. 2,48,0,47,0,0,0,0,0,0
2023,206 ч.4,Статья 206 часть 4,0,0,0,0,0,0,0,0,0
2019,212 ч.3,Статья 212 часть 3 УК РФ,2,0,0,0,2,0,0,0,4
2018,215.1 ч.1,Статья 215.1 часть 1 УК РФ,0,1,0,0,0,0,0,0,0
2024,205.6,Статья 205.6,84,0,7,3,0,71,0,0,0
2020,215.1 ч.1,Статья 215.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,212 ч.3,Статья 212 ч. 3,10,0,1,0,6,1,0,0,1
2021,209 ч.3,Статья 209 ч. 3,0,0,0,0,0,0,0,0,0
2023,207 ч.1,Статья 207 часть 1,283,0,0,0,240,33,0,2,22
2019,212 ч.4,Статья 212 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2018,215.1 ч.2,Статья 215.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,206 ч.1,Статья 206 часть 1,0,0,0,0,0,0,0,0,0
2020,215.1 ч.2,Статья 215.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,212 ч.4,Статья 212 ч. 4,0,0,0,0,0,0,0,0,0
2021,210 ч.1,Статья 210 ч. 1,24,0,23,1,0,0,0,0,0
2023,207 ч.2,Статья 207 часть 2,323,0,53,205,2,51,4,1,73
2019,212.1,Статья 212.1 УК РФ,2,0,1,0,0,0,0,1,0
2018,215.2 ч.1,Статья 215.2 часть 1 УК РФ,28,0,10,1,0,0,2,11,0
2024,206 ч.2,Статья 206 часть 2,2,0,2,0,0,0,0,0,1
2020,215.2 ч.1,Статья 215.2 часть 1 УК РФ,29,0,10,2,0,1,4,11,0
2022,212.1,Статья 212.1,2,0,2,0,0,0,0,0,0
2021,210 ч.1.1,Статья 210 ч. 1.1,0,0,0,0,0,0,0,0,0
2023,207 ч.3,Статья 207 часть 3,63,0,31,25,1,5,1,0,15
2019,213 ч.1,Статья 213 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,215.2 ч.2,Статья 215.2 часть 2 УК РФ,9,0,2,4,2,0,0,1,0
2024,206 ч.3,Статья 206 часть 3,0,0,0,0,0,0,0,0,0
2020,215.2 ч.2,Статья 215.2 часть 2 УК РФ,6,0,1,5,0,0,0,0,0
2022,213 ч.1,Статья 213 ч. 1,149,1,39,43,1,10,16,32,13
2021,210 ч.2,Статья 210 ч. 2,76,5,39,34,0,0,0,0,0
2023,207 ч.4,Статья 207 часть 4,0,0,0,0,0,0,0,0,0
2019,213 ч.1,Статья 213 часть 1 УК РФ,524,1,113,239,0,14,47,99,64
2018,215.2 ч.3,Статья 215.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,206 ч.4,Статья 206 часть 4,0,0,0,0,0,0,0,0,0
2020,215.2 ч.3,Статья 215.2 часть 3 УК РФ,1,0,0,0,0,1,0,0,0
2022,213 ч.2,Статья 213 ч. 2,758,9,237,420,1,50,0,3,35
2021,210 ч.3,Статья 210 ч. 3,3,0,1,2,0,0,0,0,0
2023,207.1,Статья 207.1,2,0,0,0,0,0,0,1,0
2019,213 ч.2,Статья 213 часть 2 УК РФ,137,0,59,65,0,7,0,2,0
2018,215.3 ч.1,Статья 215.3 часть 1 УК РФ,22,0,0,2,2,4,1,13,0
2024,207 ч.1,Статья 207 часть 1,242,0,0,0,190,48,1,0,23
2020,215.3 ч.1,Статья 215.3 часть 1 УК РФ,584,0,4,16,32,363,16,141,0
2022,213 ч.3,Статья 213 ч. 3,3,0,3,0,0,0,0,0,1
2021,210 ч.4,Статья 210 ч. 4,0,0,0,0,0,0,0,0,0
2023,207.2 ч.1,Статья 207.2 часть 1,1,0,0,0,0,1,0,0,0
2019,213 ч.3,Статья 213 часть 3 УК РФ,2,0,2,0,0,0,0,0,0
2018,215.3 ч.2,Статья 215.3 часть 2 УК РФ,16,0,7,9,0,0,0,0,0
2024,207 ч.2,Статья 207 часть 2,377,0,59,221,2,75,2,4,73
2020,215.3 ч.2,Статья 215.3 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,214 ч.1,Статья 214 ч. 1,262,1,0,0,0,134,54,64,19
2021,210.1,Статья 210.1,8,0,8,0,0,0,0,0,0
2023,207.2 ч.2,Статья 207.2 часть 2,0,0,0,0,0,0,0,0,0
2019,214 ч.1,Статья 214 часть 1 УК РФ,145,0,0,0,0,71,30,36,53
2018,215.3 ч.3,Статья 215.3 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,207 ч.3,Статья 207 часть 3,63,0,30,25,1,7,0,0,20
2020,215.3 ч.3,Статья 215.3 часть 3 УК РФ,6,0,0,1,0,0,2,3,0
2022,214 ч.2,Статья 214 ч. 2,74,0,3,5,57,6,0,0,3
2021,211 ч.1,Статья 211 ч. 1,0,0,0,0,0,0,0,0,0
2023,207.3 ч.1,Статья 207.3 часть 1,26,0,2,2,0,7,11,0,2
2019,214 ч.2,Статья 214 часть 2 УК РФ,48,0,3,5,35,0,0,1,29
2018,215.4 ч.1,Статья 215.4 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,207 ч.4,Статья 207 часть 4,0,0,0,0,0,0,0,0,0
2020,215.3 ч.4,Статья 215.3 часть 4 УК РФ,2,1,0,2,0,0,0,0,0
2022,215 ч.1,Статья 215 ч. 1,0,0,0,0,0,0,0,0,0
2021,211 ч.2,Статья 211 ч. 2,0,0,0,0,0,0,0,0,0
2023,207.3 ч.2,Статья 207.3 часть 2,33,0,28,3,0,2,0,0,5
2019,215 ч.1,Статья 215 часть 1 УК РФ,2,0,0,0,0,2,0,0,1
2018,215.4 ч.2,Статья 215.4 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,207.1,Статья 207.1,0,0,0,0,0,0,0,0,0
2020,215.3 ч.5,Статья 215.3 часть 5 УК РФ,0,0,0,0,0,0,0,0,0
2022,215 ч.2,Статья 215 ч. 2,0,0,0,0,0,0,0,0,0
2021,211 ч.3,Статья 211 ч. 3,0,0,0,0,0,0,0,0,0
2023,207.3 ч.3,Статья 207.3 часть 3,0,0,0,0,0,0,0,0,0
2019,215 ч.2,Статья 215 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,216 ч.1,Статья 216 часть 1 УК РФ,50,3,0,1,17,30,0,0,0
2024,207.2 ч.1,Статья 207.2 часть 1,0,0,0,0,0,0,0,0,0
2020,215.4 ч.1,Статья 215.4 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,215 ч.3,Статья 215 ч. 3,0,0,0,0,0,0,0,0,0
2021,211 ч.4,Статья 211 ч. 4,0,0,0,0,0,0,0,0,0
2023,208 ч.1,Статья 208 часть 1,3,0,3,0,0,0,0,0,0
2019,215 ч.3,Статья 215 часть 3 УК РФ,2,0,0,0,0,0,0,2,0
2018,216 ч.2,Статья 216 часть 2 УК РФ,97,1,5,81,5,0,1,0,0
2024,207.2 ч.2,Статья 207.2 часть 2,0,0,0,0,0,0,0,0,0
2020,215.4 ч.2,Статья 215.4 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,215.1 ч.1,Статья 215.1 ч. 1,0,0,0,0,0,0,0,0,0
2021,212 ч.1,Статья 212 ч. 1,4,0,4,0,0,0,0,0,0
2023,208 ч.2,Статья 208 часть 2,52,0,43,7,0,0,0,0,2
2019,215.1 ч.1,Статья 215.1 часть 1 УК РФ,1,0,0,0,0,1,0,0,1
2018,216 ч.3,Статья 216 часть 3 УК РФ,9,0,3,5,0,0,0,0,0
2024,207.3 ч.1,Статья 207.3 часть 1,15,0,0,1,0,5,8,0,2
2020,216 ч.1,Статья 216 часть 1 УК РФ,28,2,0,0,8,17,0,0,0
2022,215.1 ч.2,Статья 215.1 ч. 2,0,0,0,0,0,0,0,0,0
2021,212 ч.1.1,Статья 212 ч. 1.1,1,0,0,1,0,0,0,0,0
2023,208 ч.3,Статья 208 часть 3,1,0,1,0,0,0,0,0,0
2019,215.1 ч.2,Статья 215.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,217 ч.1,Статья 217 часть 1 УК РФ,3,0,0,0,2,1,0,0,0
2024,207.3 ч.2,Статья 207.3 часть 2,67,0,62,1,0,3,0,0,3
2020,216 ч.2,Статья 216 часть 2 УК РФ,65,2,7,55,0,1,1,0,0
2022,215.2 ч.1,Статья 215.2 ч. 1,24,0,6,7,0,0,2,6,3
2021,212 ч.2,Статья 212 ч. 2,26,0,25,1,0,0,0,0,0
2023,209 ч.1,Статья 209 часть 1,12,0,12,0,0,0,0,0,0
2019,215.2 ч.1,Статья 215.2 часть 1 УК РФ,21,0,9,2,0,0,4,5,9
2018,217 ч.2,Статья 217 часть 2 УК РФ,5,0,1,4,0,0,0,0,0
2024,207.3 ч.3,Статья 207.3 часть 3,0,0,0,0,0,0,0,0,0
2020,216 ч.3,Статья 216 часть 3 УК РФ,9,1,8,1,0,0,0,0,0
2022,215.2 ч.2,Статья 215.2 ч. 2,13,0,2,11,0,0,0,0,0
2021,212 ч.3,Статья 212 ч. 3,12,0,0,0,12,0,0,0,0
2023,209 ч.2,Статья 209 часть 2,64,0,64,0,0,0,0,0,0
2019,215.2 ч.2,Статья 215.2 часть 2 УК РФ,12,0,4,8,0,0,0,0,0
2018,217 ч.3,Статья 217 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,208 ч.1,Статья 208 часть 1,1,0,1,0,0,0,0,0,0
2020,217 ч.1,Статья 217 часть 1 УК РФ,6,0,0,2,0,2,0,0,0
2022,215.2 ч.3,Статья 215.2 ч. 3,0,0,0,0,0,0,0,0,0
2021,212 ч.4,Статья 212 ч. 4,0,0,0,0,0,0,0,0,0
2023,209 ч.3,Статья 209 часть 3,0,0,0,0,0,0,0,0,0
2019,215.2 ч.3,Статья 215.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,217.1 ч.1,Статья 217.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,208 ч.2,Статья 208 часть 2,22,0,18,2,0,0,0,0,0
2020,217 ч.2,Статья 217 часть 2 УК РФ,9,0,0,9,0,0,0,0,0
2022,215.3 ч.1,Статья 215.3 ч. 1,1082,0,2,14,51,787,12,189,1
2021,212.1,Статья 212.1,2,0,0,2,0,0,0,0,0
2023,210 ч.1,Статья 210 часть 1,42,0,41,1,0,0,0,0,0
2019,215.3 ч.1,Статья 215.3 часть 1 УК РФ,396,0,1,10,48,172,14,146,59
2018,217.1 ч.2,Статья 217.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,208 ч.3,Статья 208 часть 3,2,0,2,0,0,0,0,0,0
2020,217 ч.3,Статья 217 часть 3 УК РФ,11,0,8,3,0,0,0,0,0
2022,215.3 ч.2,Статья 215.3 ч. 2,0,0,0,0,0,0,0,0,0
2021,213 ч.1,Статья 213 ч. 1,321,2,70,131,0,18,27,68,20
2023,210 ч.1.1,Статья 210 часть 1.1,0,0,0,0,0,0,0,0,0
2019,215.3 ч.2,Статья 215.3 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,217.1 ч.3,Статья 217.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,209 ч.1,Статья 209 часть 1,10,0,10,0,0,0,0,0,0
2020,217.1 ч.1,Статья 217.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,215.3 ч.3,Статья 215.3 ч. 3,1,0,0,1,0,0,0,0,0
2021,213 ч.2,Статья 213 ч. 2,280,3,91,172,1,10,1,0,13
2023,210 ч.2,Статья 210 часть 2,112,0,97,15,0,0,0,0,0
2019,215.3 ч.3,Статья 215.3 часть 3 УК РФ,3,0,0,0,0,2,0,1,2
2018,217.2 ч.1,Статья 217.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,209 ч.2,Статья 209 часть 2,51,1,51,0,0,0,0,0,0
2020,217.1 ч.2,Статья 217.1 часть 2 УК РФ,2,0,0,2,0,0,0,0,0
2022,215.3 ч.4,Статья 215.3 ч. 4,7,0,4,3,0,0,0,0,0
2021,213 ч.3,Статья 213 ч. 3,2,0,1,1,0,0,0,0,0
2023,210 ч.3,Статья 210 часть 3,15,0,15,0,0,0,0,0,0
2019,215.3 ч.4,Статья 215.3 часть 4 УК РФ,9,0,1,8,0,0,0,0,0
2018,217.2 ч.2,Статья 217.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,209 ч.3,Статья 209 часть 3,0,0,0,0,0,0,0,0,0
2020,217.1 ч.3,Статья 217.1 часть 3 УК РФ,1,0,1,0,0,0,0,0,0
2022,215.3 ч.5,Статья 215.3 ч. 5,0,0,0,0,0,0,0,0,0
2021,214 ч.1,Статья 214 ч. 1,228,0,0,0,0,106,55,60,15
2023,210 ч.4,Статья 210 часть 4,0,0,0,0,0,0,0,0,0
2019,215.3 ч.5,Статья 215.3 часть 5 УК РФ,0,0,0,0,0,0,0,0,0
2018,217.2 ч.3,Статья 217.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,210 ч.1,Статья 210 часть 1,78,0,76,1,0,0,0,0,1
2020,217.2 ч.1,Статья 217.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,215.4 ч.1,Статья 215.4 ч. 1,0,0,0,0,0,0,0,0,0
2021,214 ч.2,Статья 214 ч. 2,33,0,0,3,26,3,0,1,0
2023,210.1,Статья 210.1,33,0,33,0,0,0,0,0,0
2019,215.4 ч.1,Статья 215.4 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,218,Статья 218 УК РФ,0,0,0,0,0,0,0,0,0
2024,210 ч.1.1,Статья 210 часть 1.1,0,0,0,0,0,0,0,0,0
2020,217.2 ч.2,Статья 217.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,215.4 ч.2,Статья 215.4 ч. 2,0,0,0,0,0,0,0,0,0
2021,215 ч.1,Статья 215 ч. 1,0,0,0,0,0,0,0,0,0
2023,211 ч.1,Статья 211 часть 1,0,0,0,0,0,0,0,0,0
2019,215.4 ч.2,Статья 215.4 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,219 ч.1,Статья 219 часть 1 УК РФ,2,0,0,0,1,1,0,0,0
2024,210 ч.2,Статья 210 часть 2,172,4,118,47,0,0,0,0,0
2020,217.2 ч.3,Статья 217.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,216 ч.1,Статья 216 ч. 1,65,1,0,3,21,36,0,0,0
2022,216 ч.2,Статья 216 ч. 2,132,1,17,107,0,4,0,0,0
2021,215 ч.2,Статья 215 ч. 2,0,0,0,0,0,0,0,0,0
2023,211 ч.2,Статья 211 часть 2,0,0,0,0,0,0,0,0,0
2019,216 ч.1,Статья 216 часть 1 УК РФ,28,1,0,0,7,16,0,0,65
2018,219 ч.2,Статья 219 часть 2 УК РФ,7,0,1,5,1,0,0,0,0
2024,210 ч.3,Статья 210 часть 3,24,0,19,0,0,0,0,0,0
2020,218,Статья 218 УК РФ,0,0,0,0,0,0,0,0,0
2020,219 ч.1,Статья 219 часть 1 УК РФ,2,0,0,0,0,1,0,0,0
2022,216 ч.3,Статья 216 ч. 3,21,0,12,9,0,0,0,0,0
2021,215 ч.3,Статья 215 ч. 3,0,0,0,0,0,0,0,0,0
2023,211 ч.3,Статья 211 часть 3,0,0,0,0,0,0,0,0,0
2019,216 ч.2,Статья 216 часть 2 УК РФ,85,2,8,74,2,1,0,0,86
2018,219 ч.3,Статья 219 часть 3 УК РФ,7,0,4,3,0,0,0,0,0
2024,210 ч.4,Статья 210 часть 4,2,0,2,0,0,0,0,0,0
2020,219 ч.2,Статья 219 часть 2 УК РФ,4,0,0,4,0,0,0,0,0
2022,217 ч.1,Статья 217 ч. 1,9,0,0,0,0,9,0,0,0
2021,215.1 ч.1,Статья 215.1 ч. 1,0,0,0,0,0,0,0,0,0
2023,211 ч.4,Статья 211 часть 4,0,0,0,0,0,0,0,0,0
2019,216 ч.3,Статья 216 часть 3 УК РФ,24,0,15,9,0,0,0,0,1
2018,220 ч.1,Статья 220 часть 1 УК РФ,3,0,0,1,2,0,0,0,0
2024,210.1,Статья 210.1,23,0,23,0,0,0,0,0,0
2020,219 ч.3,Статья 219 часть 3 УК РФ,7,0,2,5,0,0,0,0,0
2022,217 ч.2,Статья 217 ч. 2,22,2,4,17,0,1,0,0,0
2021,215.1 ч.2,Статья 215.1 ч. 2,0,0,0,0,0,0,0,0,0
2023,212 ч.1,Статья 212 часть 1,0,0,0,0,0,0,0,0,0
2019,217 ч.1,Статья 217 часть 1 УК РФ,1,0,0,0,0,1,0,0,7
2018,220 ч.2,Статья 220 часть 2 УК РФ,1,0,1,0,0,0,0,0,0
2024,211 ч.1,Статья 211 часть 1,2,0,0,2,0,0,0,0,0
2020,220 ч.1,Статья 220 часть 1 УК РФ,4,0,0,3,1,0,0,0,0
2022,217 ч.3,Статья 217 ч. 3,23,2,8,6,0,0,0,0,0
2021,215.2 ч.1,Статья 215.2 ч. 1,16,0,3,1,0,2,0,10,1
2023,212 ч.1.1,Статья 212 часть 1.1,0,0,0,0,0,0,0,0,0
2019,217 ч.2,Статья 217 часть 2 УК РФ,6,0,0,6,0,0,0,0,5
2018,220 ч.3,Статья 220 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,211 ч.2,Статья 211 часть 2,0,0,0,0,0,0,0,0,0
2020,220 ч.2,Статья 220 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,217.1 ч.1,Статья 217.1 ч. 1,0,0,0,0,0,0,0,0,0
2021,215.2 ч.2,Статья 215.2 ч. 2,11,0,4,6,0,0,0,1,1
2023,212 ч.2,Статья 212 часть 2,12,0,9,0,0,0,0,0,0
2019,217 ч.3,Статья 217 часть 3 УК РФ,13,0,7,6,0,0,0,0,0
2018,221 ч.1,Статья 221 часть 1 УК РФ,1,0,0,1,0,0,0,0,0
2024,211 ч.3,Статья 211 часть 3,2,0,2,0,0,0,0,0,0
2020,220 ч.3,Статья 220 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,217.1 ч.2,Статья 217.1 ч. 2,0,0,0,0,0,0,0,0,0
2021,215.2 ч.3,Статья 215.2 ч. 3,0,0,0,0,0,0,0,0,0
2023,212 ч.3,Статья 212 часть 3,3,0,0,0,3,0,0,0,0
2019,217.1 ч.1,Статья 217.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,221 ч.2,Статья 221 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,211 ч.4,Статья 211 часть 4,0,0,0,0,0,0,0,0,0
2020,221 ч.1,Статья 221 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,217.1 ч.3,Статья 217.1 ч. 3,0,0,0,0,0,0,0,0,0
2021,215.3 ч.1,Статья 215.3 ч. 1,763,0,3,17,41,516,17,159,1
2023,212 ч.4,Статья 212 часть 4,1,0,1,0,0,0,0,0,0
2019,217.1 ч.2,Статья 217.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,221 ч.3,Статья 221 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,212 ч.1,Статья 212 часть 1,2,0,2,0,0,0,0,0,0
2020,221 ч.2,Статья 221 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,217.2 ч.1,Статья 217.2 ч. 1,0,0,0,0,0,0,0,0,0
2021,215.3 ч.2,Статья 215.3 ч. 2,1,0,1,0,0,0,0,0,0
2023,212.1,Статья 212.1,1,0,1,0,0,0,0,0,0
2019,217.1 ч.3,Статья 217.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,222 ч.1,Статья 222 часть 1 УК РФ,4374,2,631,2134,1462,94,9,11,51
2024,212 ч.1.1,Статья 212 часть 1.1,0,0,0,0,0,0,0,0,0
2020,221 ч.3,Статья 221 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,217.2 ч.2,Статья 217.2 ч. 2,0,0,0,0,0,0,0,0,0
2021,215.3 ч.3,Статья 215.3 ч. 3,4,0,0,2,0,0,0,2,0
2023,213 ч.1 в старой редакции,Статья 213 часть 1 в старой редакции,0,0,0,0,0,0,0,0,0
2019,217.2 ч.1,Статья 217.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,222 ч.2,Статья 222 часть 2 УК РФ,143,0,81,61,0,0,0,0,2
2024,212 ч.2,Статья 212 часть 2,13,0,11,1,0,1,0,0,0
2020,222 ч.1,Статья 222 часть 1 УК РФ,2920,5,331,1419,1084,50,7,4,0
2022,217.2 ч.3,Статья 217.2 ч. 3,0,0,0,0,0,0,0,0,0
2021,215.3 ч.4,Статья 215.3 ч. 4,8,0,3,5,0,0,0,0,0
2023,213 ч.1,Статья 213 часть 1,119,0,27,36,0,4,12,27,6
2019,217.2 ч.2,Статья 217.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,1
2018,222 ч.3,Статья 222 часть 3 УК РФ,9,0,7,2,0,0,0,0,0
2024,212 ч.3,Статья 212 часть 3,6,0,2,0,4,0,0,0,0
2020,222 ч.2,Статья 222 часть 2 УК РФ,81,0,22,58,0,0,1,0,0
2022,218,Статья 218,0,0,0,0,0,0,0,0,0
2021,215.3 ч.5,Статья 215.3 ч. 5,0,0,0,0,0,0,0,0,0
2023,213 ч.2,Статья 213 часть 2,830,8,293,381,1,62,3,1,30
2019,217.2 ч.3,Статья 217.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,222 ч.4,Статья 222 часть 4 УК РФ,453,0,20,33,45,7,36,280,4
2024,212 ч.4,Статья 212 часть 4,0,0,0,0,0,0,0,0,0
2020,222 ч.3,Статья 222 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,219 ч.1,Статья 219 ч. 1,0,0,0,0,0,0,0,0,0
2021,215.4 ч.1,Статья 215.4 ч. 1,0,0,0,0,0,0,0,0,0
2023,213 ч.3,Статья 213 часть 3,3,0,3,0,0,0,0,0,1
2019,218,Статья 218 УК РФ,0,0,0,0,0,0,0,0,0
2018,222.1 ч.1,Статья 222.1 часть 1 УК РФ,1827,1,293,1442,56,16,6,8,21
2024,212.1,Статья 212.1,0,0,0,0,0,0,0,0,0
2020,222 ч.4,Статья 222 часть 4 УК РФ,384,0,22,47,37,8,24,223,0
2022,219 ч.2,Статья 219 ч. 2,5,0,0,5,0,0,0,0,0
2021,215.4 ч.2,Статья 215.4 ч. 2,0,0,0,0,0,0,0,0,0
2023,214 ч.1,Статья 214 часть 1,250,0,0,0,2,135,44,64,18
2019,219 ч.1,Статья 219 часть 1 УК РФ,3,0,1,0,1,1,0,0,1
2018,222.1 ч.2,Статья 222.1часть 2 УК РФ,37,0,24,13,0,0,0,0,0
2024,213 ч.1 в старой редакции,Статья 213 часть 1 в старой редакции,0,0,0,0,0,0,0,0,0
2020,222.1 ч.1,Статья 222.1 часть 1 УК РФ,1433,1,149,1200,40,22,6,10,0
2022,219 ч.3,Статья 219 ч. 3,6,0,2,3,0,0,0,0,0
2021,216 ч.1,Статья 216 ч. 1,41,1,0,0,17,18,0,0,0
2023,214 ч.2,Статья 214 часть 2,58,0,2,4,46,0,0,4,3
2019,219 ч.2,Статья 219 часть 2 УК РФ,8,0,0,6,0,0,0,0,3
2018,222.1 ч.3,Статья 222.1часть 3 УК РФ,1,0,1,0,0,0,0,0,0
2024,213 ч.1,Статья 213 часть 1,154,1,37,38,0,18,19,25,10
2024,213 ч.2,Статья 213 часть 2,918,6,276,417,0,89,1,3,34
2020,222.1 ч.2,Статья 222.1ч. 2 УК РФ,13,0,5,8,0,0,0,0,0
2022,220 ч.1,Статья 220 ч. 1,0,0,0,0,0,0,0,0,0
2021,216 ч.2,Статья 216 ч. 2,102,1,8,89,1,1,1,0,0
